1.394131259654566080e+00,-1.099299719333626024e+00,-7.625273190936801004e-01,-4.336640214460230625e-01,-9.374841751560492042e-01,-1.064271573526382575e+00,5.539090845855205725e-01,-2.250129909344875045e+02
6.335854181999441836e-01,-4.143788218464151685e-01,-6.990770886411741269e-01,8.176870754154818011e-01,4.638270044956749882e-01,-6.847040574578324712e-01,1.003809891242682273e+00,-2.109233149261439166e+01
7.749122790606052247e-01,8.747855391827847882e-01,-8.278697786513499191e-01,-1.618939089180639890e-01,4.893312288133804255e-01,1.140203891392694180e+00,-5.822720889832406765e-01,1.159595386870405491e+02
1.242464812659018203e-01,1.728178916746069549e-01,-4.699485491886826738e-01,-4.583442346862830474e-01,-1.736400533438308136e+00,5.083285166097838426e-01,2.243239608227197701e-01,-4.786638622270616850e+01
5.541472633998616448e-01,1.027355921274903494e+00,5.677368214001176083e-01,1.610914713290730438e+00,2.661911577448164978e-01,-9.491801199894485119e-01,-1.193280519031441500e+00,7.596750084924296686e+01
2.534735777118453659e-01,1.449348265247225820e+00,-1.952519614503998302e-01,6.075332919506299945e-01,5.443815210709130881e-01,-9.203489133641963582e-02,-1.204589608093480507e-01,1.249907513959343248e+02
1.124409479139844015e-01,-1.189507162351724157e+00,-1.567445898826368422e+00,-5.642255470968414732e-01,9.693845250224970567e-01,-9.171705862854312441e-01,1.126606531304616299e+00,-2.215241096254525246e+02
1.099545869445890389e+00,-1.851871887784954096e-01,1.429474200714541537e-02,-2.245885995909766009e-01,5.743324075957582098e-01,-5.358096500029366910e-02,-9.095969069839806576e-01,-1.530863172386125726e+01
-1.784627713387871628e+00,-2.494692459688976904e-01,-4.705841458892521811e-01,2.050420118215155796e+00,-7.606493273056855742e-01,-1.305948825395780721e+00,-1.586368580026076835e-01,-1.474140627323407955e+02
-5.756501036443190111e-01,-1.979181412050688316e+00,-8.494014162771064136e-01,1.808761841751489463e+00,4.991545495592928372e-01,6.862681746045573572e-02,-4.275146199528780944e-01,-9.382088260387811829e+01
1.707132768625944097e+00,-4.250079317089046071e-01,-7.289892091843699351e-01,8.094261462064795687e-01,-7.167887674438119250e-01,8.502610155204447517e-01,1.321471156198793295e+00,1.267042447337250621e+02
1.609407109267395330e-01,-1.770198798881916225e-01,2.294101119743891637e+00,-7.423702127352990732e-02,-4.943447191243630634e-01,-5.724569063061374363e-01,3.143368867710602532e-01,8.836952513448122204e+01
